"CAN_EAT","CAP_SHAPE","CAP_SURFACE","CAP_COLOR","BRUISES","ODOR","GILL_ATTACHMENT","GILL_SPACING","GILL_SIZE","GILL_COLOR","STALK_SHAPE","STALK_ROOT","STALK_SURFACE_ABOVE_RING","STALK_SURFACE_BELOW_RING","STALK_COLOR_ABOVE_RING","STALK_COLOR_BELOW_RING","VEIL_TYPE","VEIL_COLOR","RING_NUMBER","RING_TYPE","SPORE_PRINT_COLOR","POPULATION","HABITAT"
"POISONOUS","CONVEX","SCALY","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","FLAT","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SMOOTH","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SMOOTH","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SMOOTH","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","FLAT","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","FLAT","SCALY","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","BROWN","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","BROWN","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","KNOBBED","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","KNOBBED","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","KNOBBED","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","KNOBBED","SMOOTH","BROWN","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","KNOBBED","SMOOTH","BROWN","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","KNOBBED","SMOOTH","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","KNOBBED","SMOOTH","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","KNOBBED","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","KNOBBED","SCALY","BROWN","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","KNOBBED","SCALY","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SCALY","BROWN","NO","MUSTY","FREE","CLOSE","BROAD","YELLOW","ENLARGING","CLUB","SILKY","SCALY","CINNAMON","CINNAMON","PARTIAL","WHITE","NONE","NONE","WHITE","CLUSTERED","WOODS"
"POISONOUS","KNOBBED","SCALY","BROWN","NO","MUSTY","FREE","CLOSE","BROAD","WHITE","ENLARGING","CLUB","SILKY","SCALY","CINNAMON","CINNAMON","PARTIAL","WHITE","NONE","NONE","WHITE","CLUSTERED","WOODS"
"POISONOUS","KNOBBED","SCALY","BROWN","NO","MUSTY","FREE","CLOSE","BROAD","YELLOW","ENLARGING","CLUB","SILKY","SCALY","CINNAMON","CINNAMON","PARTIAL","WHITE","NONE","NONE","WHITE","CLUSTERED","WOODS"
"EDIBLE","BELL","SMOOTH","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SILKY","SILKY","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","BELL","SMOOTH","GRAY","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","BELL","FIBROUS","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SILKY","SILKY","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","BELL","FIBROUS","GRAY","NO","NONE","FREE","CROWDED","BROAD","GRAY","ENLARGING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","CONVEX","SMOOTH","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","CONVEX","SMOOTH","GRAY","NO","NONE","FREE","CROWDED","BROAD","GRAY","ENLARGING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","CONVEX","SMOOTH","GRAY","NO","NONE","FREE","CROWDED","BROAD","GRAY","ENLARGING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","CONVEX","SMOOTH","GRAY","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SILKY","SILKY","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","CONVEX","FIBROUS","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","CONVEX","FIBROUS","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","CONVEX","FIBROUS","GRAY","NO","NONE","FREE","CROWDED","BROAD","GRAY","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","NUMEROUS","GRASSES"
"EDIBLE","KNOBBED","SMOOTH","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","KNOBBED","SMOOTH","WHITE","NO","NONE","FREE","CROWDED","BROAD","PINK","ENLARGING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SCATTERED","GRASSES"
"EDIBLE","FLAT","SMOOTH","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","WHITE","SEVERAL","PATHS"
"EDIBLE","BELL","SMOOTH","BROWN","NO","NONE","ATTACHED","CLOSE","BROAD","ORANGE","ENLARGING","?","SMOOTH","SMOOTH","ORANGE","ORANGE","PARTIAL","ORANGE","ONE","PENDANT","BUFF","CLUSTERED","LEAVES"
"EDIBLE","BELL","SMOOTH","BROWN","NO","NONE","ATTACHED","CLOSE","BROAD","ORANGE","ENLARGING","?","SMOOTH","SMOOTH","ORANGE","ORANGE","PARTIAL","BROWN","ONE","PENDANT","YELLOW","SEVERAL","LEAVES"
"EDIBLE","BELL","SMOOTH","BROWN","NO","NONE","ATTACHED","CLOSE","BROAD","BROWN","ENLARGING","?","SMOOTH","SMOOTH","ORANGE","ORANGE","PARTIAL","ORANGE","ONE","PENDANT","BROWN","SEVERAL","LEAVES"
